Id,Name,Behavior Varation Id,Ai Think Id,Name Id,English Name,Turn Velocity,Hit Height,Hit Radius,Weight,Hit Y Offset,Hp,Mp,Souls,Item Lots 1,Item Lots 2,Item Lots 3,Item Lots 4,Item Lots 5,Item Lots 6,Humanity Lot Id,Special Effect Id 0,Special Effect Id 1,Special Effect Id 2,Special Effect Id 3,Special Effect Id 4,Special Effect Id 5,Special Effect Id 6,Special Effect Id 7,Game Clear Special Effect ID,Physical Guard Cut Rate,Magical Guard Cut Rate,Fire Guard Cut Rate,Lightning Guard Cut Rate,Animation Id Offset,Move Animation Id,SpMoveAnimId1,SpMoveAnimId2,Network Warp Distance,Debug Behavior R1,Debug Behavior L1,Debug Behavior R2,Debug Behavior L2,Debug Behavior RL,Debug Behavior RR,Debug Behavior RD,Debug Behavior RU,Debug Behavior LL,Debug Behavior LR,Debug Behavior LD,Debug Behavior LU,Animation Id Offset 2,Parts Damage Rate 1,Parts Damage Rate 2,Parts Damage Rate 3,Parts Damage Rate 4,Parts Damage Rate 5,Parts Damage Rate 6,Parts Damage Rate 7,Parts Damage Rate 8,Weak Parts Damage Rate,Super Armor Recover Correction,Super Armor Brake Knockback Distance,Stamina,Stamina Recovery Base Rate,Physical Defense,Slash Defense,Blow Defense,Thrust Defense,Magic Defense,Fire Defense,Lightning Defense,Defense Flick Power,Resist Poison,Resist Disease,Resist Bleed,Resist Curse,Ghost Model Id,Normal Change Resource Id,Guard Angle,Slash Guard Cut Rate,Blow Guard Cut Rate,Thrust Guard Cut Rate,Super Armor Durability,Normal Change Tex Chr Id,Drop Type,Knockback Rate,Knockback Param Id,Fall Damage Dump,Stamina Guard Def,Pc Attr B,Pc Attr W,Pc Attr L,Pc Attr R,Area Attr B,Area Attr W,Area Attr L,Area Attr R,Mp Recover Base Vel,Flick Damage Cut Rate,Default Lod Param Id,Draw Type,Npc Type,Team Type,Move Type,Lock Dist,Material,Material Sfx,Material Weak,Material Sfx Weak,Parts Damage Type,Max Unduration Ang,Guard Level,Burn Sfx Type,Poison Guard Resist,Disease Guard Resist,Bleed Guard Resist,Curse Guard Resist,Parry Attack,Parry Defense,Sfx Size,Push Out Cam Region Radius,Hit Stop Type,Ladder End Check Offset Top,Ladder End Check Offset Low,Use Ragdoll Camera Hit,Disable Cloth Rigid Hit,Use Ragdoll,Is Demon,Is Ghost,Is No Damage Motion,Is Unduration,Is Change Wander Ghost,Model Display Mask 0,Model Display Mask 1,Model Display Mask 2,Model Display Mask 3,Model Display Mask 4,Model Display Mask 5,Model Display Mask 6,Model Display Mask 7,Model Display Mask 8,Model Display Mask 9,Model Display Mask 10,Model Display Mask 11,Model Display Mask 12,Model Display Mask 13,Model Display Mask 14,Model Display Mask 15,Is Enable Neck Turn,Disable Respawn,Is Move Animation Wait,Is Crowd,Is Weak Saint,Is Weak A,Is Weak B,Vow Type,Disable Initialize Dead,Translated Name,Japanese Name
206002,Infested Ghoul with Human Body Spear (at Blighttown),20600,206002,0,,180,1.5,0.55,50,0,203,0,150,20600200,-1,-1,-1,-1,-1,5210,0,0,0,0,7008,0,0,71111,7408,0,0,0,0,20000,100,102,100,10,3000,3001,3002,3003,3004,3005,3006,0,0,0,3400,0,0,1,1,1,1,1,1,1,1,1.5,0,0,100,40,71,-25,0,0,53,57,53,0,105,105,75,0,-1,-1,0,0,0,0,0,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,Kage-machi Ghoul _ human body,影町　グール＿人体
206003,Infested Ghoul with Sword (at Blighttown) - Black soul,20600,206000,0,,180,1.5,0.55,50,0,203,0,150,20600000,-1,-1,-1,-1,-1,5220,0,0,0,0,7008,0,7100,71111,7408,0,0,0,0,0,100,102,100,10,3000,3001,3002,3003,3004,3005,3006,0,0,0,3400,0,0,1,1,1,1,1,1,1,1,1.5,0,0,100,40,71,-25,0,0,53,57,53,0,105,105,75,0,-1,-1,0,0,0,0,0,-1,1,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,2,0,0,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,Kage-machi Ghoul _ Ken ( Soul Black ),影町　グール＿剣（ソウルブラック）
206004,Infested Ghoul with Spear (at Blighttown) - Black soul,20600,206001,0,,180,1.5,0.55,50,0,203,0,150,20600100,-1,-1,-1,-1,-1,5220,0,0,0,0,7008,0,7100,71111,7408,0,0,0,0,10000,100,102,100,10,3000,3001,3002,3003,3004,3005,3006,0,0,0,3400,0,0,1,1,1,1,1,1,1,1,1.5,0,0,100,40,71,-25,0,0,53,57,53,0,105,105,75,0,-1,-1,0,0,0,0,0,-1,1,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,2,0,0,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,Kage-machi Ghoul _ spear ( Soul Black ),影町　グール＿槍（ソウルブラック）
206005,Infested Ghoul with Human Body Spear (at Blighttown) - Black soul,20600,206002,0,,180,1.5,0.55,50,0,203,0,150,20600200,-1,-1,-1,-1,-1,5220,0,0,0,0,7008,0,7100,71111,7408,0,0,0,0,20000,100,102,100,10,3000,3001,3002,3003,3004,3005,3006,0,0,0,3400,0,0,1,1,1,1,1,1,1,1,1.5,0,0,100,40,71,-25,0,0,53,57,53,0,105,105,75,0,-1,-1,0,0,0,0,0,-1,1,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,2,0,0,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,Kage-machi Ghoul _ human body ( Soul Black ),影町　グール＿人体（ソウルブラック）
223000,Strength Institute Deb daemon,22300,223000,0,,120,7.5,2.5,500,0,2100,0,0,22300000,-1,-1,-1,-1,-1,-1,5300,0,0,80000,7014,0,5151,71100,7414,0,0,0,0,0,100,102,120,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1,0,0,100,40,86,-25,25,0,65,69,56,0,104,104,75,0,-1,-1,0,0,0,0,0,2239,1,100,0,75,0,0,0,0,0,0,0,0,0,10,0,12,0,0,1,3,10,59,59,60,60,0,0,0,0,0,0,0,0,0,0,1,0,1,15,8,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,Strength Institute Deb daemon,強チュート　デブデーモン
223100,Waste Metropolitan before Snow daemon,22310,223100,0,,90,4.6,2.29,500,0,2270,0,0,22310000,-1,-1,-1,-1,-1,-1,5300,0,0,80000,7013,0,5151,71100,7413,0,0,0,0,0,100,102,120,16,3000,3001,3002,3003,3004,3005,3006,3007,3008,3009,701,700,0,1,1,1,1,1,1,1,1,1,0,0,100,40,89,-25,25,0,67,71,58,0,104,104,75,0,-1,-1,0,0,0,0,0,-1,1,100,0,75,0,0,0,0,0,0,0,0,0,10,0,12,0,0,1,3,10,75,75,62,62,0,0,0,0,0,0,0,0,0,0,1,0,1,15,8,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,Waste Metropolitan before Snow daemon,廃都・前　スノウデーモン
223200,Institute mini fat daemon,22320,223200,0,,90,7.5,2.5,480,0,813,0,0,22320000,-1,-1,-1,-1,-1,-1,5300,0,0,80000,7001,0,5151,71100,7401,0,0,0,0,0,100,102,120,16,3000,3001,3002,3003,3004,3005,3006,3007,3008,3009,701,700,0,1,1,1,1,1,1,1,1,1,0,0,100,40,83,0,0,0,62,66,54,0,104,104,75,0,-1,-1,0,0,0,0,0,2239,1,100,0,75,0,0,0,0,0,0,0,0,0,10,0,12,0,0,1,3,10,59,59,60,60,0,0,0,0,0,0,0,0,0,0,2,0,1,15,8,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,Institute mini fat daemon,チュート　ミニデブデーモン
224000,"1 , after Natademon castle",22400,224000,0,,180,2.8,0.6,130,0,980,0,0,22400000,-1,-1,-1,-1,-1,-1,5333,5360,0,0,7003,5152,5151,71110,7403,0,0,0,0,0,100,102,120,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1.5,0,0,100,40,125,0,0,0,94,100,81,0,220,220,220,0,-1,-1,0,0,0,0,110,-1,1,50,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,1,15,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,"1 , after Natademon castle",城下１・後　ナタデーモン
224001,Waste Metropolitan before Natademon,22400,224000,0,,180,2.8,0.6,130,0,268,0,800,22400100,-1,-1,-1,-1,-1,-1,5333,5360,0,0,7011,5152,0,71110,7411,0,0,0,0,0,100,102,120,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1.5,0,0,100,40,115,0,0,0,75,98,75,0,130,130,130,0,-1,-1,0,0,0,0,45,-1,1,50,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,1,15,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,Waste Metropolitan before Natademon,廃都・前　ナタデーモン
224002,Waste Metropolitan before Natademon ( Soul Black),22400,224000,0,,180,2.8,0.6,130,0,268,0,800,22400100,-1,-1,-1,-1,-1,-1,5333,5360,0,0,7011,5152,7100,71110,7411,0,0,0,0,0,100,102,120,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1.5,0,0,100,40,115,0,0,0,75,98,75,0,130,130,130,0,-1,-1,0,0,0,0,45,-1,1,50,0,75,0,0,0,0,0,0,0,0,0,10,0,11,2,0,0,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,1,15,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,Waste Metropolitan before Natademon ( Soul Black),廃都・前　ナタデーモン（ソウルブラック）
225000,Castle one - hammer before daemon,22500,225000,0,,90,3.5,1.5,500,0,1215,0,0,22500000,-1,-1,-1,-1,-1,-1,5329,5360,0,80000,7002,0,5151,71100,7402,0,0,0,0,0,100,102,120,16,3000,3001,3002,3003,3004,3005,3006,3007,3008,3009,701,700,0,1.5,1,1,1,1,1,1,1,1,0,0,100,40,103,0,0,0,77,88,67,0,150,150,150,0,-1,-1,0,0,0,0,120,-1,1,100,0,100,0,0,0,0,0,0,0,0,0,10,0,12,0,0,1,3,5,59,59,60,60,0,0,0,0,0,0,0,0,0,0,2,0,2,15,8,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,Castle one - hammer before daemon,城下１・前　ハンマーデーモン
225002,Waste Metropolitan hammer before daemon,22500,225002,0,,90,3.5,1.5,500,0,375,0,1200,22500200,-1,-1,-1,-1,-1,-1,5329,5360,0,80000,7013,5152,0,71100,7413,0,0,0,0,0,100,102,120,16,3000,3001,3002,3003,3004,3005,3006,3007,3008,3009,701,700,0,1.5,1,1,1,1,1,1,1,1,0,0,100,40,98,0,0,0,64,83,64,0,110,110,110,0,-1,-1,0,0,0,0,100,-1,1,100,0,100,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,3,5,59,59,60,60,0,0,0,0,0,0,0,0,0,0,2,0,2,15,8,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,Waste Metropolitan hammer before daemon,廃都・前　ハンマーデーモン
225003,Waste Metropolitan hammer before daemon ( 7 hero ),22500,225002,0,,90,3.5,1.5,500,0,475,0,1200,22500200,-1,-1,-1,-1,-1,-1,5329,5360,0,80000,7015,5152,0,71100,7415,0,0,0,0,0,100,102,120,16,3000,3001,3002,3003,3004,3005,3006,3007,3008,3009,701,700,0,1.5,1,1,1,1,1,1,1,1,0,0,100,40,98,0,0,0,64,83,64,0,110,110,110,0,-1,-1,0,0,0,0,100,-1,1,100,0,100,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,3,5,59,59,60,60,0,0,0,0,0,0,0,0,0,0,2,0,2,15,8,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,Waste Metropolitan hammer before daemon ( 7 hero ),廃都・前　ハンマーデーモン（７英雄）
226000,Bat Wing Demon (at Anor Londo),22600,226000,0,,180,3,1.2,130,0,200,0,500,22600000,-1,-1,-1,-1,-1,-1,5308,5364,0,0,7010,0,0,71110,7410,0,0,0,0,0,100,102,120,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1.5,0,0,100,40,92,0,0,0,88,68,208,0,100,100,100,0,-1,-1,0,0,0,0,0,-1,1,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,2 Jari daemon Ojo,王城２　ヤリデーモン
226001,Bat Wing Demon (at Darkroot Garden),22600,226000,0,,180,3,1.2,130,0,200,0,500,22600100,-1,-1,-1,-1,-1,-1,5308,5364,0,0,7011,0,0,71110,7411,0,0,0,0,0,100,102,120,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1.5,0,0,100,40,92,0,0,0,88,68,208,0,100,100,100,0,-1,-1,0,0,0,0,0,-1,1,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,Moriniwa Gore spear daemon,森庭・後　ヤリデーモン
227000,Darkroot Garden Gore parent mushroom,22700,227000,0,,120,2.5,0.5,100,0,1080,0,1000,22700000,-1,-1,-1,-1,-1,-1,5333,5360,0,0,7011,0,5151,71110,7411,0,0,0,0,0,100,102,120,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1,0,0,100,40,57,-25,25,0,51,34,114,0,212,212,212,0,-1,-1,0,0,0,0,120,-1,0,20,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,Moriniwa Gore parent mushroom,森庭・後　親キノコ
227001,Mizuumioya underground mushroom,22700,227000,0,,120,2.5,0.5,100,0,1080,0,1000,22700100,-1,-1,-1,-1,-1,-1,5333,5360,0,0,7012,0,5151,71110,7412,0,0,0,0,0,100,102,120,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1,0,0,100,40,57,-25,25,0,51,34,114,0,212,212,212,0,-1,-1,0,0,0,0,120,-1,0,20,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,Mizuumioya underground mushroom,地底湖　親キノコ
227002,Darkroot Garden Gore parent mushroom ( Soul Black ),22700,227000,0,,120,2.5,0.5,100,0,1080,0,1000,22700000,-1,-1,-1,-1,-1,-1,5333,5360,0,0,7011,7100,5151,71110,7411,0,0,0,0,0,100,102,120,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1,0,0,100,40,57,-25,25,0,51,34,114,0,212,212,212,0,-1,-1,0,0,0,0,120,-1,1,20,0,75,0,0,0,0,0,0,0,0,0,10,0,11,2,0,0,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,Moriniwa Gore parent mushroom ( Soul Black ),森庭・後　親キノコ（ソウルブラック）
228000,Darkroot Garden coco - mushroom,22800,228000,0,,120,1,0.25,100,0,288,0,50,22800000,-1,-1,-1,-1,-1,-1,0,0,0,0,7011,0,0,71110,7411,0,0,0,0,0,100,102,120,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1,0,0,100,40,43,-25,25,0,39,26,86,0,173,173,173,0,-1,-1,0,0,0,0,0,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,Moriniwa coco - mushroom,森庭・後　子キノコ
228001,Mizuumi-ko underground mushroom,22800,228000,0,,120,1,0.25,100,0,288,0,50,22800100,-1,-1,-1,-1,-1,-1,0,0,0,0,7012,0,0,71110,7412,0,0,0,0,0,100,102,120,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1,0,0,100,40,43,-25,25,0,39,26,86,0,173,173,173,0,-1,-1,0,0,0,0,0,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,Mizuumi-ko underground mushroom,地底湖　子キノコ
228002,Darkroot Garden coco - mushroom ( Soul Black ),22800,228000,0,,120,1,0.25,100,0,288,0,50,22800000,-1,-1,-1,-1,-1,-1,0,0,0,0,7011,0,7100,71110,7411,0,0,0,0,0,100,102,120,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,700,0,1,1,1,1,1,1,1,1,1,0,0,100,40,43,-25,25,0,39,26,86,0,173,173,173,0,-1,-1,0,0,0,0,0,-1,1,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,2,0,0,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,Moriniwa coco - mushroom ( Soul Black ),森庭・後　子キノコ（ソウルブラック）
230000,Prowling Demon (at Cemetery),23000,230000,0,,120,4.1,2,300,0,1255,0,2000,23000000,-1,-1,-1,-1,-1,-1,5333,5360,90000,0,7007,0,0,71100,7407,0,0,0,0,0,100,102,120,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,3008,0,1,1,1,1,1,1,1,1,1,0,0,100,40,168,0,0,0,120,120,106,5,999,999,999,0,-1,-1,0,0,0,0,200,-1,1,100,0,100,0,0,0,0,0,0,0,0,0,10,50,12,0,0,0,3,10,76,76,76,76,0,0,0,0,0,0,0,0,0,0,2,0,0,15,8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,1 loitering daemon cemetery,墓地１　徘徊デーモン
230001,Prowling Demon (at Undead Parish),23000,230003,0,,120,4.1,2,300,0,1255,0,2000,23000100,-1,-1,-1,-1,-1,-1,5333,5360,90000,0,7003,0,0,71100,7403,0,0,0,0,0,100,102,120,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,3008,0,1,1,1,1,1,1,1,1,1,0,0,100,40,168,0,0,0,120,120,106,5,999,999,999,0,-1,-1,0,0,0,0,200,-1,1,100,0,100,0,0,0,0,0,0,0,0,0,10,50,12,0,0,0,3,10,76,76,76,76,0,0,0,0,0,0,0,0,0,0,2,0,0,15,8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,1 - After wandering daemon castle,城下１・後　徘徊デーモン
230002,Prowling Demon (at Sen's Fortress) [1],23000,230001,0,,120,4.1,2,300,0,1255,0,3000,23000200,-1,-1,-1,-1,-1,-1,5333,5360,90000,0,7009,0,0,71100,7409,0,0,0,0,0,100,102,120,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,3008,0,1,1,1,1,1,1,1,1,1,0,0,100,40,168,0,0,0,120,120,106,5,999,999,999,0,-1,-1,0,0,0,0,200,-1,1,100,0,100,0,0,0,0,0,0,0,0,0,10,50,12,0,0,0,3,10,76,76,76,76,0,0,0,0,0,0,0,0,0,0,2,0,0,15,8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,1 Part 1 wandering daemon Ojo,王城１　徘徊デーモン その１
230003,Prowling Demon (at Sen's Fortress) [2],23000,230002,0,,120,4.1,2,300,0,1255,0,3000,23000300,-1,-1,-1,-1,-1,-1,5333,5360,90000,0,7009,0,0,71100,7409,0,0,0,0,0,100,102,120,16,3000,3001,3002,3003,3004,3005,3006,3007,702,703,701,3008,0,1,1,1,1,1,1,1,1,1,0,0,100,40,168,0,0,0,120,120,106,5,999,999,999,0,-1,-1,0,0,0,0,200,-1,1,100,0,100,0,0,0,0,0,0,0,0,0,10,50,12,0,0,0,3,10,76,76,76,76,0,0,0,0,0,0,0,0,0,0,2,0,0,15,8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,1 loitering daemon Ojo the two,王城１　徘徊デーモン その２
